Date,Open,High,Low,Close,Volume,Adj Close
2016-07-14,5388.50,5416.00,5386.00,5411.600098,000,5411.600098
2016-07-13,5353.200195,5391.700195,5353.200195,5388.50,000,5388.50
2016-07-12,5337.100098,5391.899902,5337.100098,5353.200195,000,5353.200195
2016-07-11,5230.50,5337.100098,5230.50,5337.100098,000,5337.100098
2016-07-08,5227.899902,5238.299805,5217.399902,5230.50,000,5230.50
2016-07-07,5197.50,5244.100098,5197.50,5227.899902,000,5227.899902
2016-07-06,5228.00,5228.00,5148.700195,5197.50,000,5197.50
2016-07-05,5281.799805,5282.299805,5221.100098,5228.00,000,5228.00
2016-07-04,5246.600098,5281.799805,5218.50,5281.799805,000,5281.799805
2016-07-01,5233.399902,5278.899902,5233.399902,5246.600098,000,5246.600098
2016-06-30,5142.399902,5247.600098,5142.399902,5233.399902,000,5233.399902
2016-06-29,5103.299805,5156.50,5103.299805,5142.399902,000,5142.399902
2016-06-28,5137.200195,5137.200195,5051.100098,5103.299805,000,5103.299805
2016-06-27,5113.200195,5154.899902,5051.00,5137.200195,000,5137.200195
2016-06-24,5280.700195,5325.399902,5080.00,5113.200195,000,5113.200195
2016-06-23,5271.00,5292.799805,5269.399902,5280.700195,000,5280.700195
2016-06-22,5274.399902,5297.799805,5259.299805,5270.899902,000,5270.899902
2016-06-21,5256.799805,5290.00,5252.299805,5274.399902,000,5274.399902
2016-06-20,5162.700195,5256.799805,5162.700195,5256.799805,000,5256.799805
2016-06-17,5146.00,5178.399902,5146.00,5162.700195,000,5162.700195
2016-06-16,5147.100098,5198.899902,5141.00,5146.00,000,5146.00
2016-06-15,5203.299805,5203.299805,5147.100098,5147.100098,000,5147.100098
2016-06-14,5312.600098,5312.600098,5197.399902,5203.299805,000,5203.299805
2016-06-10,5361.899902,5361.899902,5294.200195,5312.600098,000,5312.600098
2016-06-09,5370.00,5386.00,5336.00,5361.899902,000,5361.899902
2016-06-08,5371.00,5375.50,5335.200195,5370.00,000,5370.00
2016-06-07,5360.100098,5392.50,5360.100098,5371.00,000,5371.00
2016-06-06,5318.899902,5374.899902,5317.100098,5360.399902,000,5360.399902
2016-06-03,5278.899902,5324.299805,5278.899902,5318.899902,000,5318.899902
2016-06-02,5323.200195,5327.799805,5270.899902,5278.899902,000,5278.899902
2016-06-01,5378.600098,5378.600098,5306.299805,5323.200195,000,5323.200195
2016-05-31,5408.00,5408.00,5365.299805,5378.600098,000,5378.600098
2016-05-30,5405.899902,5415.00,5391.50,5408.00,000,5408.00
2016-05-27,5388.100098,5427.700195,5388.100098,5405.899902,000,5405.899902
2016-05-26,5372.50,5402.700195,5354.100098,5388.100098,000,5388.100098
2016-05-25,5295.600098,5394.399902,5295.600098,5372.50,000,5372.50
2016-05-24,5318.899902,5324.00,5295.600098,5295.600098,000,5295.600098
2016-05-23,5351.299805,5364.600098,5297.50,5318.899902,000,5318.899902
2016-05-20,5323.299805,5366.00,5320.299805,5351.299805,000,5351.299805
2016-05-19,5356.200195,5371.100098,5303.100098,5323.299805,000,5323.299805
2016-05-18,5395.899902,5395.899902,5347.100098,5356.200195,000,5356.200195
2016-05-17,5358.899902,5395.899902,5358.899902,5395.899902,000,5395.899902
2016-05-16,5329.00,5371.100098,5319.799805,5358.899902,000,5358.899902
2016-05-13,5359.299805,5371.700195,5309.00,5329.00,000,5329.00
2016-05-12,5372.299805,5372.299805,5337.600098,5359.299805,000,5359.299805
2016-05-11,5342.799805,5425.200195,5342.799805,5372.299805,000,5372.299805
2016-05-10,5320.700195,5343.200195,5288.399902,5342.799805,000,5342.799805
2016-05-09,5292.00,5321.399902,5264.399902,5320.700195,000,5320.700195
2016-05-06,5281.600098,5292.00,5200.299805,5292.00,000,5292.00
2016-05-05,5271.100098,5294.100098,5249.799805,5279.100098,000,5279.100098
2016-05-04,5353.799805,5353.799805,5271.100098,5271.100098,000,5271.100098
2016-05-03,5243.00,5357.00,5217.399902,5353.799805,000,5353.799805
2016-05-02,5252.200195,5252.200195,5182.200195,5243.00,000,5243.00
2016-04-29,5225.399902,5257.100098,5210.50,5252.200195,000,5252.200195
2016-04-28,5187.700195,5239.299805,5187.700195,5225.399902,000,5225.399902
2016-04-27,5220.600098,5281.600098,5179.50,5187.700195,000,5187.700195
2016-04-26,5236.399902,5247.299805,5211.399902,5220.600098,000,5220.600098
2016-04-22,5272.700195,5273.50,5226.200195,5236.399902,000,5236.399902
2016-04-21,5216.00,5279.899902,5216.00,5272.700195,000,5272.700195
2016-04-20,5188.799805,5232.700195,5188.799805,5216.00,000,5216.00
2016-04-19,5137.100098,5219.00,5137.100098,5188.799805,000,5188.799805
2016-04-18,5157.50,5157.600098,5118.50,5137.100098,000,5137.100098
2016-04-15,5118.50,5157.50,5111.700195,5157.50,000,5157.50
2016-04-14,5054.700195,5118.600098,5054.700195,5118.600098,000,5118.600098
2016-04-13,4975.600098,5054.700195,4975.600098,5054.700195,000,5054.700195
2016-04-12,4931.50,4977.200195,4927.299805,4975.600098,000,4975.600098
2016-04-11,4937.600098,4943.200195,4910.799805,4931.50,000,4931.50
2016-04-08,4960.899902,4960.899902,4893.50,4937.600098,000,4937.600098
2016-04-07,4945.899902,4984.899902,4945.100098,4964.100098,000,4964.100098
2016-04-06,4924.399902,4958.200195,4906.299805,4945.899902,000,4945.899902
2016-04-05,4995.299805,4995.299805,4909.100098,4924.399902,000,4924.399902
2016-04-04,4999.399902,5046.299805,4995.299805,4995.299805,000,4995.299805
2016-04-01,5082.799805,5082.799805,4976.299805,4999.399902,000,4999.399902
2016-03-31,5010.299805,5098.200195,5010.299805,5082.799805,000,5082.799805
2016-03-30,5004.50,5058.799805,4989.899902,5010.299805,000,5010.299805
2016-03-29,5084.200195,5095.700195,4998.50,5004.50,000,5004.50
2016-03-24,5142.299805,5142.299805,5069.200195,5084.200195,000,5084.200195
2016-03-23,5166.600098,5166.600098,5124.00,5142.299805,000,5142.299805
2016-03-22,5161.50,5181.600098,5152.600098,5166.600098,000,5166.600098
2016-03-21,5183.100098,5195.700195,5148.600098,5166.600098,000,5166.600098
2016-03-18,5168.200195,5216.200195,5168.200195,5183.100098,000,5183.100098
2016-03-17,5119.00,5193.50,5119.00,5168.200195,000,5168.200195
2016-03-16,5111.399902,5122.399902,5088.200195,5119.00,000,5119.00
2016-03-15,5185.50,5185.50,5106.50,5111.399902,000,5111.399902
2016-03-14,5166.399902,5214.00,5166.399902,5185.50,000,5185.50
2016-03-11,5150.100098,5181.600098,5118.50,5166.399902,000,5166.399902
2016-03-10,5157.200195,5177.200195,5149.700195,5150.100098,000,5150.100098
2016-03-09,5108.00,5157.200195,5081.899902,5157.200195,000,5157.200195
2016-03-08,5142.799805,5182.50,5103.399902,5108.00,000,5108.00
2016-03-07,5090.00,5151.700195,5090.00,5142.799805,000,5142.799805
2016-03-04,5081.100098,5105.00,5081.100098,5090.00,000,5090.00
2016-03-03,5021.200195,5081.100098,5021.200195,5081.100098,000,5081.100098
2016-03-02,4922.299805,5047.00,4922.299805,5021.200195,000,5021.200195
2016-03-01,4880.899902,4931.700195,4868.100098,4922.299805,000,4922.299805
2016-02-29,4880.00,4925.700195,4878.799805,4880.899902,000,4880.899902
2016-02-26,4881.200195,4897.100098,4838.299805,4880.00,000,4880.00
2016-02-25,4875.00,4902.00,4844.299805,4881.200195,000,4881.200195
2016-02-24,4979.600098,4979.600098,4861.899902,4875.00,000,4875.00
2016-02-23,5001.200195,5035.600098,4969.399902,4979.600098,000,4979.600098
2016-02-22,4952.799805,5007.399902,4949.200195,5001.200195,000,5001.200195
2016-02-19,4992.00,4992.00,4937.00,4952.799805,000,4952.799805
2016-02-18,4882.100098,4992.600098,4882.100098,4992.00,000,4992.00
2016-02-17,4910.00,4926.299805,4869.700195,4882.100098,000,4882.100098
2016-02-16,4843.50,4910.00,4814.100098,4910.00,000,4910.00
2016-02-15,4765.299805,4853.899902,4765.299805,4843.50,000,4843.50
2016-02-12,4821.100098,4821.100098,4760.299805,4765.299805,000,4765.299805
2016-02-11,4775.700195,4821.100098,4770.700195,4821.100098,000,4821.100098
2016-02-10,4832.100098,4852.399902,4706.700195,4775.700195,000,4775.700195
2016-02-09,4975.399902,4975.399902,4826.899902,4832.100098,000,4832.100098
2016-02-08,4976.200195,4980.00,4925.799805,4975.399902,000,4975.399902
2016-02-05,4980.399902,4983.299805,4932.899902,4976.200195,000,4976.200195
2016-02-04,4876.799805,4989.399902,4876.799805,4980.399902,000,4980.399902
2016-02-03,4993.299805,4993.299805,4873.600098,4876.799805,000,4876.799805
2016-02-02,5043.600098,5045.399902,4982.200195,4993.299805,000,4993.299805
2016-02-01,5005.50,5073.00,5005.50,5043.600098,000,5043.600098
2016-01-29,4976.200195,5008.50,4947.600098,5005.50,000,5005.50
2016-01-28,4946.399902,4988.899902,4909.399902,4976.200195,000,4976.200195
2016-01-27,5006.600098,5009.50,4937.899902,4946.399902,000,4946.399902
2016-01-25,4916.00,5006.600098,4916.00,5006.600098,000,5006.600098
2016-01-22,4883.600098,4932.100098,4864.00,4916.00,000,4916.00
2016-01-21,4841.50,4928.100098,4841.50,4864.00,000,4864.00
2016-01-20,4903.100098,4930.100098,4836.799805,4841.50,000,4841.50
2016-01-19,4857.299805,4903.100098,4840.200195,4903.100098,000,4903.100098
2016-01-18,4869.200195,4892.799805,4803.899902,4858.700195,000,4858.700195
2016-01-15,4929.799805,4997.100098,4870.299805,4892.799805,000,4892.799805
2016-01-14,4987.399902,4987.399902,4865.00,4909.399902,000,4909.399902
2016-01-13,4925.100098,4992.399902,4925.100098,4987.399902,000,4987.399902
2016-01-12,4932.200195,4983.700195,4910.700195,4925.100098,000,4925.100098
2016-01-11,4990.799805,4990.799805,4880.100098,4932.200195,000,4932.200195
2016-01-08,5010.299805,5034.299805,4940.299805,4990.799805,000,4990.799805
2016-01-07,5123.100098,5124.100098,4996.50,5010.299805,000,5010.299805
2016-01-06,5184.399902,5191.100098,5094.799805,5123.100098,000,5123.100098
2016-01-05,5270.50,5270.50,5183.700195,5184.399902,000,5184.399902
2016-01-04,5295.899902,5331.399902,5263.799805,5270.50,000,5270.50
2015-12-31,5319.899902,5325.799805,5295.899902,5295.899902,000,5295.899902
2015-12-30,5267.299805,5324.299805,5267.299805,5319.899902,000,5319.899902
2015-12-29,5207.600098,5267.299805,5189.100098,5267.299805,000,5267.299805
2015-12-24,5141.799805,5211.50,5141.799805,5207.600098,000,5207.600098
2015-12-23,5116.700195,5168.600098,5116.700195,5141.799805,000,5141.799805
2015-12-22,5109.00,5159.899902,5103.100098,5116.700195,000,5116.700195
2015-12-21,5106.700195,5126.299805,5075.200195,5109.00,000,5109.00
2015-12-18,5102.00,5112.700195,5026.600098,5106.700195,000,5106.700195
2015-12-17,5028.399902,5129.100098,5028.399902,5102.00,000,5102.00
2015-12-16,4909.600098,5028.399902,4909.600098,5028.399902,000,5028.399902
2015-12-15,4928.600098,4969.399902,4909.600098,4909.600098,000,4909.600098
2015-12-14,5029.50,5029.50,4928.00,4928.600098,000,4928.600098
2015-12-11,5037.700195,5067.399902,5015.299805,5029.50,000,5029.50
2015-12-10,5080.700195,5083.799805,4995.600098,5037.700195,000,5037.700195
2015-12-09,5108.600098,5119.50,5069.600098,5080.50,000,5080.50
2015-12-08,5155.700195,5155.700195,5096.700195,5108.600098,000,5108.600098
2015-12-07,5151.600098,5229.899902,5151.600098,5155.700195,000,5155.700195
2015-12-04,5227.700195,5227.700195,5117.600098,5151.600098,000,5151.600098
2015-12-03,5258.299805,5258.299805,5200.399902,5227.700195,000,5227.700195
2015-12-02,5266.100098,5269.299805,5237.50,5258.299805,000,5258.299805
2015-12-01,5166.50,5279.299805,5166.50,5266.100098,000,5266.100098
2015-11-30,5202.600098,5213.100098,5166.200195,5166.50,000,5166.50
2015-11-27,5210.700195,5258.600098,5195.399902,5202.600098,000,5202.600098
2015-11-26,5193.700195,5253.600098,5185.799805,5210.700195,000,5210.700195
2015-11-25,5226.399902,5231.200195,5192.100098,5193.700195,000,5193.700195
2015-11-24,5276.399902,5276.399902,5226.399902,5226.399902,000,5226.399902
2015-11-23,5256.100098,5285.50,5244.00,5276.399902,000,5276.399902
2015-11-20,5242.600098,5272.00,5231.00,5256.100098,000,5256.100098
2015-11-19,5133.100098,5242.600098,5133.100098,5242.600098,000,5242.600098
2015-11-18,5118.200195,5145.50,5082.700195,5133.100098,000,5133.100098
2015-11-17,5003.799805,5118.200195,5003.799805,5118.200195,000,5118.200195
2015-11-16,5051.299805,5051.299805,4979.200195,5003.799805,000,5003.799805
2015-11-13,5125.700195,5125.700195,5010.399902,5051.299805,000,5051.299805
2015-11-12,5122.600098,5150.100098,5083.200195,5125.700195,000,5125.700195
2015-11-11,5099.200195,5130.899902,5092.600098,5122.600098,000,5122.600098
2015-11-10,5119.50,5119.50,5047.00,5099.200195,000,5099.200195
2015-11-09,5215.00,5215.00,5102.799805,5119.50,000,5119.50
2015-11-06,5171.200195,5216.600098,5152.799805,5215.00,000,5215.00
2015-11-05,5242.299805,5247.600098,5167.399902,5193.00,000,5193.00
2015-11-04,5239.200195,5313.700195,5235.600098,5242.299805,000,5242.299805
2015-11-03,5165.799805,5246.399902,5165.799805,5239.200195,000,5239.200195
2015-11-02,5239.399902,5249.299805,5162.700195,5165.799805,000,5165.799805
2015-10-30,5266.899902,5266.899902,5204.00,5239.399902,000,5239.399902
2015-10-29,5335.200195,5353.50,5257.100098,5266.899902,000,5266.899902
2015-10-28,5346.200195,5354.899902,5319.399902,5335.200195,000,5335.200195
2015-10-27,5348.00,5355.799805,5339.700195,5346.200195,000,5346.200195
2015-10-26,5351.600098,5384.799805,5346.50,5348.00,000,5348.00
2015-10-23,5263.799805,5374.50,5263.799805,5351.600098,000,5351.600098
2015-10-22,5248.299805,5264.700195,5217.600098,5263.799805,000,5263.799805
2015-10-21,5235.600098,5260.00,5195.399902,5248.299805,000,5248.299805
2015-10-20,5269.700195,5269.700195,5228.700195,5235.600098,000,5235.600098
2015-10-19,5268.200195,5294.00,5254.899902,5269.700195,000,5269.700195
2015-10-16,5230.00,5294.299805,5230.00,5268.200195,000,5268.200195
2015-10-15,5197.299805,5238.899902,5197.299805,5230.00,000,5230.00
2015-10-14,5202.899902,5202.899902,5164.200195,5197.299805,000,5197.299805
2015-10-13,5232.899902,5232.899902,5173.299805,5202.899902,000,5202.899902
2015-10-12,5279.700195,5279.799805,5225.299805,5232.899902,000,5232.899902
2015-10-09,5210.399902,5284.00,5210.399902,5279.700195,000,5279.700195
2015-10-08,5197.899902,5256.00,5197.899902,5210.399902,000,5210.399902
2015-10-07,5167.399902,5197.899902,5136.299805,5197.899902,000,5197.899902
2015-10-06,5151.100098,5220.00,5151.100098,5167.399902,000,5167.399902
2015-10-05,5052.00,5153.600098,5052.00,5150.50,000,5150.50
2015-10-02,5112.100098,5119.200195,5042.799805,5052.00,000,5052.00
2015-10-01,5021.700195,5116.700195,5021.700195,5112.100098,000,5112.100098
2015-09-30,4918.399902,5022.00,4918.399902,5021.600098,000,5021.600098
2015-09-29,5098.799805,5098.799805,4918.399902,4918.399902,000,4918.399902
2015-09-28,5042.100098,5113.50,5031.799805,5113.50,000,5113.50
2015-09-25,5071.700195,5116.299805,5036.100098,5042.100098,000,5042.100098
2015-09-24,4998.100098,5071.700195,4998.100098,5071.700195,000,5071.700195
2015-09-23,5103.600098,5103.600098,4988.799805,4998.100098,000,4998.100098
2015-09-22,5066.200195,5125.00,5066.200195,5103.600098,000,5103.600098
2015-09-21,5170.50,5170.50,5027.399902,5066.200195,000,5066.200195
2015-09-18,5146.799805,5195.00,5093.200195,5170.50,000,5170.50
2015-09-17,5098.899902,5194.00,5098.899902,5146.799805,000,5146.799805
2015-09-16,5018.399902,5099.00,5018.399902,5098.899902,000,5098.899902
2015-09-15,5096.50,5103.50,5017.799805,5018.399902,000,5018.399902
2015-09-14,5071.100098,5132.399902,5068.899902,5096.50,000,5096.50
2015-09-11,5095.00,5116.100098,5053.700195,5071.100098,000,5071.100098
2015-09-10,5221.100098,5221.100098,5088.700195,5095.00,000,5095.00
2015-09-09,5115.200195,5221.100098,5115.200195,5221.100098,000,5221.100098
2015-09-08,5030.399902,5115.200195,5030.399902,5115.200195,000,5115.200195
2015-09-07,5040.600098,5046.299805,4973.399902,5030.399902,000,5030.399902
2015-09-04,5036.299805,5069.200195,4995.600098,5040.600098,760640100,5040.600098
2015-09-03,5101.50,5175.299805,5027.799805,5027.799805,000,5027.799805
2015-09-02,5096.399902,5103.899902,5015.00,5101.50,000,5101.50
2015-09-01,5207.00,5214.00,5091.00,5096.399902,000,5096.399902
2015-08-31,5263.600098,5263.600098,5159.399902,5207.00,000,5207.00
2015-08-28,5233.299805,5305.00,5228.600098,5263.600098,000,5263.600098
2015-08-27,5172.799805,5268.799805,5172.799805,5233.299805,000,5233.299805
2015-08-26,5137.299805,5179.200195,5051.399902,5172.799805,000,5172.799805
2015-08-25,5001.299805,5151.700195,4928.299805,5137.299805,000,5137.299805
2015-08-24,5214.600098,5214.600098,5001.299805,5001.299805,000,5001.299805
2015-08-21,5288.600098,5288.600098,5171.50,5214.600098,000,5214.600098
2015-08-20,5380.200195,5380.200195,5276.200195,5288.600098,000,5288.600098
2015-08-19,5303.100098,5383.200195,5303.100098,5380.200195,000,5380.200195
2015-08-18,5367.700195,5387.799805,5303.100098,5303.100098,000,5303.100098
2015-08-17,5356.50,5397.00,5356.50,5367.700195,000,5367.700195
2015-08-14,5387.899902,5401.899902,5351.50,5356.50,000,5356.50
2015-08-13,5382.100098,5426.200195,5382.100098,5387.899902,000,5387.899902
2015-08-12,5473.200195,5480.50,5364.700195,5382.100098,000,5382.100098
2015-08-11,5509.200195,5543.200195,5463.00,5473.200195,000,5473.200195
2015-08-10,5474.799805,5513.00,5458.200195,5509.200195,000,5509.200195
2015-08-07,5610.100098,5610.100098,5474.799805,5474.799805,000,5474.799805
2015-08-06,5674.00,5674.00,5588.399902,5610.100098,000,5610.100098
2015-08-05,5697.899902,5700.600098,5640.00,5674.00,000,5674.00
2015-08-04,5679.299805,5727.700195,5659.399902,5697.899902,000,5697.899902
2015-08-03,5699.200195,5703.899902,5670.200195,5679.299805,000,5679.299805
2015-07-31,5669.50,5699.50,5669.50,5699.200195,000,5699.200195
2015-07-30,5624.200195,5676.50,5624.200195,5669.50,000,5669.50
2015-07-29,5584.700195,5650.50,5584.700195,5624.200195,000,5624.200195
2015-07-28,5589.899902,5607.100098,5530.899902,5584.700195,000,5584.700195
2015-07-27,5566.100098,5589.899902,5538.00,5589.899902,000,5589.899902
2015-07-24,5590.299805,5607.200195,5548.00,5566.100098,000,5566.100098
2015-07-23,5614.600098,5617.50,5586.200195,5590.299805,000,5590.299805
2015-07-22,5706.700195,5706.700195,5614.00,5614.600098,000,5614.600098
2015-07-21,5686.899902,5718.899902,5686.799805,5706.700195,000,5706.700195
2015-07-20,5670.100098,5688.299805,5651.600098,5686.899902,000,5686.899902
2015-07-17,5669.600098,5688.899902,5647.700195,5670.100098,000,5670.100098
2015-07-16,5636.200195,5691.200195,5636.200195,5669.600098,000,5669.600098
2015-07-15,5577.399902,5637.600098,5576.899902,5636.200195,000,5636.200195
2015-07-14,5473.200195,5587.100098,5473.200195,5577.399902,000,5577.399902
2015-07-13,5492.00,5543.299805,5451.100098,5473.200195,000,5473.200195
2015-07-10,5471.00,5528.399902,5471.00,5492.00,000,5492.00
2015-07-09,5469.50,5491.200195,5383.700195,5471.00,000,5471.00
2015-07-08,5581.399902,5581.399902,5469.50,5469.50,000,5469.50
2015-07-07,5475.00,5586.200195,5475.00,5581.399902,000,5581.399902
2015-07-06,5538.299805,5538.299805,5436.399902,5475.00,000,5475.00
2015-07-03,5599.799805,5599.799805,5491.100098,5538.299805,000,5538.299805
2015-07-02,5515.700195,5609.899902,5513.399902,5599.799805,000,5599.799805
2015-07-01,5459.00,5515.700195,5452.799805,5515.700195,000,5515.700195
2015-06-30,5422.50,5466.600098,5390.50,5459.00,000,5459.00
2015-06-29,5545.899902,5545.899902,5414.299805,5422.50,000,5422.50
2015-06-26,5632.700195,5632.700195,5524.100098,5545.899902,000,5545.899902
2015-06-25,5686.799805,5686.799805,5632.700195,5632.700195,000,5632.700195
2015-06-24,5684.299805,5705.799805,5679.50,5686.799805,000,5686.799805
2015-06-23,5610.200195,5690.399902,5610.200195,5684.299805,000,5684.299805
2015-06-22,5597.00,5612.600098,5568.200195,5610.200195,000,5610.200195
2015-06-19,5524.899902,5612.200195,5524.899902,5597.00,000,5597.00
2015-06-18,5595.399902,5595.399902,5502.899902,5524.899902,000,5524.899902
2015-06-17,5535.799805,5607.100098,5535.799805,5595.399902,000,5595.399902
2015-06-16,5538.799805,5574.200195,5527.700195,5535.799805,000,5535.799805
2015-06-15,5545.299805,5545.299805,5492.100098,5538.799805,000,5538.799805
2015-06-12,5556.700195,5556.700195,5528.899902,5545.299805,000,5545.299805
2015-06-11,5478.600098,5556.700195,5478.600098,5556.700195,000,5556.700195
2015-06-10,5471.299805,5485.100098,5453.100098,5478.600098,000,5478.600098
2015-06-09,5498.50,5523.899902,5468.50,5471.299805,000,5471.299805
2015-06-05,5504.299805,5529.899902,5470.00,5498.50,000,5498.50
2015-06-04,5583.600098,5603.200195,5504.299805,5504.299805,000,5504.299805
2015-06-03,5636.00,5640.50,5575.200195,5583.600098,000,5583.600098
2015-06-02,5735.399902,5753.299805,5636.00,5636.00,000,5636.00
2015-06-01,5777.200195,5777.200195,5682.100098,5735.399902,000,5735.399902
2015-05-29,5713.100098,5803.00,5713.100098,5777.200195,000,5777.200195
2015-05-28,5725.299805,5745.799805,5691.899902,5713.100098,000,5713.100098
2015-05-27,5773.399902,5773.399902,5716.00,5725.299805,000,5725.299805
2015-05-26,5721.50,5775.299805,5721.50,5773.399902,000,5773.399902
2015-05-25,5664.700195,5733.299805,5664.700195,5721.50,000,5721.50
2015-05-22,5662.299805,5692.100098,5655.100098,5664.700195,000,5664.700195
2015-05-21,5610.299805,5665.799805,5610.299805,5662.299805,000,5662.299805
2015-05-20,5615.50,5625.600098,5574.600098,5610.299805,000,5610.299805
2015-05-19,5659.200195,5673.299805,5611.200195,5615.50,000,5615.50
2015-05-18,5735.50,5735.50,5659.200195,5659.200195,000,5659.200195
2015-05-15,5696.600098,5747.00,5696.600098,5735.50,000,5735.50
